CMDLINE /usr/bin/python3 evaluate_greedy_only_memprof.py 2
MEM 0.500000 1729308421.1150
MEM 31.230469 1729308421.2153
MEM 52.605469 1729308421.3185
MEM 84.355469 1729308421.4187
MEM 97.378906 1729308421.5190
MEM 102.628906 1729308421.6193
MEM 103.753906 1729308421.7195
MEM 105.753906 1729308421.8198
MEM 109.253906 1729308421.9200
MEM 112.753906 1729308422.0203
MEM 113.628906 1729308422.1205
MEM 113.628906 1729308422.2208
MEM 113.753906 1729308422.3210
MEM 114.503906 1729308422.4212
MEM 114.878906 1729308422.5215
MEM 115.128906 1729308422.6217
MEM 115.878906 1729308422.7219
MEM 118.253906 1729308422.8222
MEM 119.503906 1729308422.9225
MEM 120.628906 1729308423.0227
MEM 121.128906 1729308423.1230
MEM 122.753906 1729308423.2232
MEM 123.503906 1729308423.3235
MEM 124.128906 1729308423.4238
MEM 124.503906 1729308423.5240
MEM 125.625000 1729308423.6243
MEM 165.000000 1729308423.7245
MEM 179.359375 1729308423.8247
MEM 180.359375 1729308423.9250
MEM 181.234375 1729308424.0253
MEM 181.359375 1729308424.1255
MEM 181.484375 1729308424.2257
MEM 181.734375 1729308424.3260
MEM 181.984375 1729308424.4262
MEM 182.234375 1729308424.5264
MEM 182.484375 1729308424.6267
MEM 182.734375 1729308424.7269
MEM 182.984375 1729308424.8272
MEM 183.234375 1729308424.9274
MEM 183.484375 1729308425.0277
MEM 210.484375 1729308425.1279
MEM 210.609375 1729308425.2282
MEM 210.859375 1729308425.3285
MEM 210.859375 1729308425.4287
MEM 210.859375 1729308425.5289
MEM 210.984375 1729308425.6291
MEM 211.359375 1729308425.7293
MEM 211.859375 1729308425.8296
MEM 212.109375 1729308425.9298
MEM 212.359375 1729308426.0301
MEM 212.359375 1729308426.1303
MEM 212.984375 1729308426.2305
MEM 213.359375 1729308426.3308
MEM 213.859375 1729308426.4310
MEM 214.234375 1729308426.5313
MEM 230.609375 1729308426.6315
MEM 230.609375 1729308426.7318
MEM 230.859375 1729308426.8320
MEM 231.109375 1729308426.9323
MEM 231.234375 1729308427.0325
MEM 248.109375 1729308427.1328
MEM 232.335938 1729308427.2330
MEM 232.460938 1729308427.3333
MEM 232.585938 1729308427.4335
MEM 232.585938 1729308427.5337
MEM 232.585938 1729308427.6339
MEM 232.585938 1729308427.7342
MEM 232.585938 1729308427.8344
MEM 232.585938 1729308427.9346
MEM 232.585938 1729308428.0349
MEM 232.585938 1729308428.1352
MEM 232.585938 1729308428.2354
MEM 232.585938 1729308428.3356
MEM 232.585938 1729308428.4359
MEM 232.585938 1729308428.5361
MEM 232.585938 1729308428.6364
MEM 232.585938 1729308428.7366
MEM 232.585938 1729308428.8368
MEM 232.585938 1729308428.9371
MEM 232.585938 1729308429.0373
MEM 232.585938 1729308429.1375
MEM 232.585938 1729308429.2377
MEM 232.585938 1729308429.3379
MEM 232.585938 1729308429.4381
MEM 232.585938 1729308429.5384
MEM 232.585938 1729308429.6386
MEM 232.585938 1729308429.7388
MEM 232.585938 1729308429.8391
MEM 232.585938 1729308429.9393
MEM 232.585938 1729308430.0396
MEM 232.585938 1729308430.1398
MEM 232.585938 1729308430.2400
MEM 232.585938 1729308430.3403
MEM 232.585938 1729308430.4405
MEM 232.585938 1729308430.5407
MEM 232.585938 1729308430.6409
MEM 232.585938 1729308430.7412
MEM 232.585938 1729308430.8414
MEM 232.585938 1729308430.9417
MEM 232.585938 1729308431.0419
MEM 232.585938 1729308431.1422
MEM 232.585938 1729308431.2424
MEM 232.585938 1729308431.3427
MEM 232.585938 1729308431.4430
MEM 232.585938 1729308431.5432
MEM 232.585938 1729308431.6435
MEM 232.585938 1729308431.7437
MEM 232.585938 1729308431.8440
MEM 232.585938 1729308431.9442
MEM 232.585938 1729308432.0444
MEM 232.585938 1729308432.1447
MEM 232.585938 1729308432.2449
MEM 232.585938 1729308432.3452
MEM 232.585938 1729308432.4454
MEM 232.585938 1729308432.5456
MEM 232.585938 1729308432.6459
MEM 232.585938 1729308432.7461
MEM 232.585938 1729308432.8464
MEM 232.585938 1729308432.9467
MEM 232.585938 1729308433.0469
MEM 232.585938 1729308433.1472
MEM 232.585938 1729308433.2474
MEM 232.585938 1729308433.3477
MEM 232.585938 1729308433.4479
MEM 232.585938 1729308433.5482
MEM 232.585938 1729308433.6484
MEM 232.585938 1729308433.7487
MEM 232.585938 1729308433.8489
MEM 232.585938 1729308433.9492
MEM 232.585938 1729308434.0494
MEM 232.585938 1729308434.1497
MEM 232.585938 1729308434.2500
MEM 232.585938 1729308434.3502
MEM 232.585938 1729308434.4505
MEM 232.585938 1729308434.5507
MEM 232.585938 1729308434.6510
MEM 232.585938 1729308434.7512
MEM 232.585938 1729308434.8515
MEM 232.585938 1729308434.9517
MEM 232.585938 1729308435.0520
MEM 232.585938 1729308435.1523
MEM 232.585938 1729308435.2525
MEM 232.585938 1729308435.3527
MEM 232.585938 1729308435.4530
MEM 232.585938 1729308435.5532
MEM 232.585938 1729308435.6535
MEM 232.585938 1729308435.7537
MEM 232.585938 1729308435.8539
MEM 232.585938 1729308435.9542
MEM 232.585938 1729308436.0544
MEM 232.585938 1729308436.1547
MEM 232.585938 1729308436.2549
MEM 232.585938 1729308436.3552
MEM 232.585938 1729308436.4555
MEM 232.585938 1729308436.5558
MEM 232.585938 1729308436.6560
MEM 232.585938 1729308436.7563
MEM 232.585938 1729308436.8565
MEM 232.585938 1729308436.9568
MEM 232.585938 1729308437.0570
MEM 232.585938 1729308437.1572
MEM 232.585938 1729308437.2575
MEM 232.585938 1729308437.3577
MEM 232.585938 1729308437.4580
MEM 232.585938 1729308437.5582
MEM 232.585938 1729308437.6585
MEM 232.585938 1729308437.7587
MEM 232.585938 1729308437.8590
MEM 232.585938 1729308437.9592
MEM 232.585938 1729308438.0595
MEM 232.585938 1729308438.1597
MEM 232.585938 1729308438.2600
MEM 232.585938 1729308438.3602
MEM 232.585938 1729308438.4605
MEM 232.585938 1729308438.5607
MEM 232.585938 1729308438.6610
MEM 232.585938 1729308438.7613
MEM 232.585938 1729308438.8615
MEM 232.585938 1729308438.9618
MEM 232.585938 1729308439.0620
MEM 232.585938 1729308439.1624
MEM 232.585938 1729308439.2626
MEM 232.585938 1729308439.3628
MEM 232.585938 1729308439.4631
MEM 232.585938 1729308439.5634
MEM 232.585938 1729308439.6636
MEM 232.585938 1729308439.7638
MEM 232.585938 1729308439.8641
MEM 232.585938 1729308439.9644
MEM 232.585938 1729308440.0646
MEM 232.585938 1729308440.1648
MEM 232.585938 1729308440.2651
MEM 232.585938 1729308440.3653
MEM 232.585938 1729308440.4654
MEM 232.585938 1729308440.5657
MEM 232.585938 1729308440.6660
MEM 232.585938 1729308440.7662
MEM 232.585938 1729308440.8665
MEM 232.585938 1729308440.9668
MEM 232.585938 1729308441.0670
MEM 232.585938 1729308441.1673
MEM 232.585938 1729308441.2675
MEM 232.585938 1729308441.3678
MEM 232.585938 1729308441.4681
MEM 232.585938 1729308441.5683
MEM 232.585938 1729308441.6686
MEM 232.585938 1729308441.7689
MEM 232.585938 1729308441.8691
MEM 232.585938 1729308441.9694
MEM 232.585938 1729308442.0696
MEM 232.585938 1729308442.1698
MEM 232.585938 1729308442.2701
MEM 232.585938 1729308442.3703
MEM 232.585938 1729308442.4705
MEM 232.585938 1729308442.5707
MEM 232.585938 1729308442.6709
MEM 232.585938 1729308442.7712
MEM 232.585938 1729308442.8714
MEM 232.585938 1729308442.9717
MEM 232.585938 1729308443.0719
MEM 232.585938 1729308443.1721
MEM 232.585938 1729308443.2724
MEM 232.585938 1729308443.3726
MEM 232.585938 1729308443.4728
MEM 232.585938 1729308443.5731
MEM 232.585938 1729308443.6733
MEM 232.585938 1729308443.7735
MEM 232.585938 1729308443.8737
MEM 232.585938 1729308443.9739
MEM 232.585938 1729308444.0742
MEM 232.585938 1729308444.1744
MEM 232.585938 1729308444.2747
MEM 232.585938 1729308444.3749
MEM 232.585938 1729308444.4751
MEM 232.585938 1729308444.5754
MEM 232.585938 1729308444.6757
MEM 232.585938 1729308444.7759
MEM 232.585938 1729308444.8761
MEM 232.585938 1729308444.9764
MEM 232.585938 1729308445.0766
MEM 232.585938 1729308445.1768
MEM 232.585938 1729308445.2771
MEM 232.585938 1729308445.3774
MEM 232.585938 1729308445.4776
MEM 232.585938 1729308445.5778
MEM 232.585938 1729308445.6781
MEM 232.585938 1729308445.7783
MEM 232.585938 1729308445.8785
MEM 232.585938 1729308445.9788
MEM 232.585938 1729308446.0790
MEM 232.585938 1729308446.1792
MEM 232.585938 1729308446.2795
MEM 232.585938 1729308446.3797
MEM 232.585938 1729308446.4799
MEM 232.585938 1729308446.5802
MEM 232.585938 1729308446.6805
MEM 232.585938 1729308446.7807
MEM 232.585938 1729308446.8810
MEM 232.585938 1729308446.9812
MEM 232.585938 1729308447.0815
MEM 232.585938 1729308447.1817
MEM 232.585938 1729308447.2819
MEM 232.585938 1729308447.3822
MEM 232.585938 1729308447.4825
MEM 232.585938 1729308447.5827
MEM 232.585938 1729308447.6830
MEM 232.585938 1729308447.7832
MEM 232.585938 1729308447.8835
MEM 232.585938 1729308447.9837
MEM 232.585938 1729308448.0839
MEM 232.585938 1729308448.1842
MEM 232.585938 1729308448.2844
MEM 232.585938 1729308448.3847
MEM 232.585938 1729308448.4849
MEM 232.585938 1729308448.5851
MEM 232.585938 1729308448.6854
MEM 232.585938 1729308448.7856
MEM 232.585938 1729308448.8859
MEM 232.585938 1729308448.9861
MEM 232.585938 1729308449.0864
MEM 232.585938 1729308449.1866
MEM 232.585938 1729308449.2868
MEM 232.585938 1729308449.3871
MEM 232.585938 1729308449.4873
MEM 232.585938 1729308449.5876
MEM 232.585938 1729308449.6878
MEM 232.585938 1729308449.7881
MEM 232.585938 1729308449.8883
MEM 232.585938 1729308449.9886
MEM 232.585938 1729308450.0889
MEM 232.585938 1729308450.1892
MEM 232.585938 1729308450.2894
MEM 232.585938 1729308450.3897
MEM 232.585938 1729308450.4899
MEM 232.585938 1729308450.5902
MEM 232.585938 1729308450.6904
MEM 232.585938 1729308450.7907
MEM 232.585938 1729308450.8909
MEM 232.585938 1729308450.9911
MEM 232.585938 1729308451.0914
MEM 232.585938 1729308451.1916
MEM 232.585938 1729308451.2918
MEM 232.585938 1729308451.3921
MEM 232.585938 1729308451.4923
MEM 232.585938 1729308451.5926
